PlanVentaProcessor3,Inactivo,2023-02-25 20:50:01.988886
PlanVentaProcessor1,Activo,2023-02-25 20:51:12.404844
PlanVentaProcessor2,Inactivo,2023-02-25 20:51:12.404844
PlanVentaProcessor3,Inactivo,2023-02-25 20:51:12.404844
PlanVentaProcessor1,Activo,2023-02-25 20:52:22.825792
PlanVentaProcessor2,Inactivo,2023-02-25 20:52:22.825792
PlanVentaProcessor3,Inactivo,2023-02-25 20:52:22.825792
PlanVentaProcessor1,Activo,2023-02-25 20:53:33.285903
PlanVentaProcessor2,Inactivo,2023-02-25 20:53:33.285903
PlanVentaProcessor3,Inactivo,2023-02-25 20:53:33.285903
PlanVentaProcessor1,Activo,2023-02-25 20:54:43.720356
PlanVentaProcessor2,Inactivo,2023-02-25 20:54:43.720356
PlanVentaProcessor3,Inactivo,2023-02-25 20:54:43.720356
PlanVentaProcessor1,Activo,2023-02-25 20:55:54.060647
PlanVentaProcessor2,Inactivo,2023-02-25 20:55:54.060647
PlanVentaProcessor3,Inactivo,2023-02-25 20:55:54.060647
PlanVentaProcessor1,Activo,2023-02-25 20:57:04.443727
PlanVentaProcessor2,Inactivo,2023-02-25 20:57:04.443727
PlanVentaProcessor3,Inactivo,2023-02-25 20:57:04.443727
PlanVentaProcessor1,Activo,2023-02-25 20:58:14.788388
PlanVentaProcessor2,Inactivo,2023-02-25 20:58:14.788388
PlanVentaProcessor3,Inactivo,2023-02-25 20:58:14.788388
PlanVentaProcessor1,Activo,2023-02-25 20:59:25.179007
PlanVentaProcessor2,Inactivo,2023-02-25 20:59:25.179007
PlanVentaProcessor3,Inactivo,2023-02-25 20:59:25.179007
PlanVentaProcessor1,Activo,2023-02-25 21:00:35.572241
PlanVentaProcessor2,Inactivo,2023-02-25 21:00:35.572241
PlanVentaProcessor3,Inactivo,2023-02-25 21:00:35.572241
PlanVentaProcessor1,Activo,2023-02-25 21:01:46.084147
PlanVentaProcessor2,Inactivo,2023-02-25 21:01:46.084147
PlanVentaProcessor3,Inactivo,2023-02-25 21:01:46.084147
PlanVentaProcessor1,Activo,2023-02-25 21:02:56.505036
PlanVentaProcessor2,Inactivo,2023-02-25 21:02:56.505036
PlanVentaProcessor3,Inactivo,2023-02-25 21:02:56.505036
PlanVentaProcessor1,Activo,2023-02-25 21:04:06.914883
PlanVentaProcessor2,Inactivo,2023-02-25 21:04:06.914883
PlanVentaProcessor3,Inactivo,2023-02-25 21:04:06.914883
PlanVentaProcessor1,Activo,2023-02-25 21:05:17.307247
PlanVentaProcessor2,Inactivo,2023-02-25 21:05:17.307247
PlanVentaProcessor3,Inactivo,2023-02-25 21:05:17.307247
PlanVentaProcessor1,Activo,2023-02-25 21:06:27.643074
PlanVentaProcessor2,Inactivo,2023-02-25 21:06:27.643074
PlanVentaProcessor3,Inactivo,2023-02-25 21:06:27.643074
PlanVentaProcessor1,Activo,2023-02-25 21:58:00.258192
PlanVentaProcessor2,Activo,2023-02-25 21:58:00.258192
PlanVentaProcessor3,Activo,2023-02-25 21:58:00.258192
PlanVentaProcessor1,Activo,2023-02-25 21:59:07.963092
PlanVentaProcessor2,Activo,2023-02-25 21:59:07.963092
PlanVentaProcessor3,Activo,2023-02-25 21:59:07.963092
PlanVentaProcessor1,Activo,2023-02-25 22:00:15.176659
PlanVentaProcessor2,Activo,2023-02-25 22:00:15.176659
PlanVentaProcessor3,Activo,2023-02-25 22:00:15.176659
PlanVentaProcessor1,Activo,2023-02-25 22:01:21.558919
PlanVentaProcessor2,Activo,2023-02-25 22:01:21.558919
PlanVentaProcessor3,Activo,2023-02-25 22:01:21.558919
PlanVentaProcessor1,Activo,2023-02-25 22:02:28.285566
PlanVentaProcessor2,Activo,2023-02-25 22:02:28.285566
PlanVentaProcessor3,Activo,2023-02-25 22:02:28.285566
PlanVentaProcessor1,Activo,2023-02-25 22:03:34.626592
PlanVentaProcessor2,Activo,2023-02-25 22:03:34.626592
PlanVentaProcessor3,Activo,2023-02-25 22:03:34.626592
PlanVentaProcessor1,Activo,2023-02-25 22:04:41.093336
PlanVentaProcessor2,Activo,2023-02-25 22:04:41.093336
PlanVentaProcessor3,Activo,2023-02-25 22:04:41.093336
PlanVentaProcessor1,Activo,2023-02-25 22:05:47.755613
PlanVentaProcessor2,Activo,2023-02-25 22:05:47.755613
PlanVentaProcessor3,Activo,2023-02-25 22:05:47.755613
PlanVentaProcessor1,Activo,2023-02-25 22:06:54.652573
PlanVentaProcessor2,Activo,2023-02-25 22:06:54.652573
PlanVentaProcessor3,Activo,2023-02-25 22:06:54.652573
PlanVentaProcessor1,Activo,2023-02-25 22:08:01.105509
PlanVentaProcessor2,Activo,2023-02-25 22:08:01.105509
PlanVentaProcessor3,Activo,2023-02-25 22:08:01.105509
PlanVentaProcessor1,Activo,2023-02-25 22:09:07.469702
PlanVentaProcessor2,Activo,2023-02-25 22:09:07.469702
PlanVentaProcessor3,Activo,2023-02-25 22:09:07.469702
PlanVentaProcessor1,Activo,2023-02-25 22:10:14.112070
PlanVentaProcessor2,Activo,2023-02-25 22:10:14.112070
PlanVentaProcessor3,Activo,2023-02-25 22:10:14.112070
PlanVentaProcessor1,Activo,2023-02-25 22:11:21.199657
PlanVentaProcessor2,Activo,2023-02-25 22:11:21.199657
PlanVentaProcessor3,Activo,2023-02-25 22:11:21.199657
PlanVentaProcessor1,Activo,2023-02-25 22:12:28.283150
PlanVentaProcessor2,Activo,2023-02-25 22:12:28.283150
PlanVentaProcessor3,Activo,2023-02-25 22:12:28.283150
PlanVentaProcessor1,Activo,2023-02-25 22:13:34.861901
PlanVentaProcessor2,Activo,2023-02-25 22:13:34.861901
PlanVentaProcessor3,Activo,2023-02-25 22:13:34.861901
PlanVentaProcessor1,Activo,2023-02-25 22:14:42.019392
PlanVentaProcessor2,Activo,2023-02-25 22:14:42.019392
PlanVentaProcessor3,Activo,2023-02-25 22:14:42.019392
PlanVentaProcessor1,Activo,2023-02-25 22:15:48.344679
PlanVentaProcessor2,Activo,2023-02-25 22:15:48.344679
PlanVentaProcessor3,Activo,2023-02-25 22:15:48.344679
PlanVentaProcessor1,Activo,2023-02-25 22:16:54.721909
PlanVentaProcessor2,Activo,2023-02-25 22:16:54.721909
PlanVentaProcessor3,Activo,2023-02-25 22:16:54.721909
PlanVentaProcessor1,Activo,2023-02-25 22:18:01.099370
PlanVentaProcessor2,Activo,2023-02-25 22:18:01.099370
PlanVentaProcessor3,Activo,2023-02-25 22:18:01.099370
PlanVentaProcessor1,Activo,2023-02-25 22:19:07.903392
PlanVentaProcessor2,Activo,2023-02-25 22:19:07.903392
PlanVentaProcessor3,Activo,2023-02-25 22:19:07.903392
PlanVentaProcessor1,Activo,2023-02-25 22:20:14.277649
PlanVentaProcessor2,Activo,2023-02-25 22:20:14.277649
PlanVentaProcessor3,Activo,2023-02-25 22:20:14.277649
PlanVentaProcessor1,Activo,2023-02-25 22:21:21.376931
PlanVentaProcessor2,Activo,2023-02-25 22:21:21.376931
PlanVentaProcessor3,Activo,2023-02-25 22:21:21.376931
PlanVentaProcessor1,Activo,2023-02-25 22:22:28.293864
PlanVentaProcessor2,Activo,2023-02-25 22:22:28.293864
PlanVentaProcessor3,Activo,2023-02-25 22:22:28.293864
PlanVentaProcessor1,Activo,2023-02-25 22:23:34.631616
PlanVentaProcessor2,Activo,2023-02-25 22:23:34.631616
PlanVentaProcessor3,Activo,2023-02-25 22:23:34.631616
PlanVentaProcessor1,Activo,2023-02-25 22:24:41.642820
PlanVentaProcessor2,Activo,2023-02-25 22:24:41.642820
PlanVentaProcessor3,Activo,2023-02-25 22:24:41.642820
PlanVentaProcessor1,Activo,2023-02-25 22:25:48.198251
PlanVentaProcessor2,Activo,2023-02-25 22:25:48.198251
PlanVentaProcessor3,Activo,2023-02-25 22:25:48.198251
PlanVentaProcessor1,Activo,2023-02-25 22:26:55.420657
PlanVentaProcessor2,Activo,2023-02-25 22:26:55.420657
PlanVentaProcessor3,Activo,2023-02-25 22:26:55.420657
PlanVentaProcessor1,Activo,2023-02-25 22:28:03.111149
PlanVentaProcessor2,Activo,2023-02-25 22:28:03.111149
PlanVentaProcessor3,Activo,2023-02-25 22:28:03.111149
PlanVentaProcessor1,Activo,2023-02-25 22:29:09.491324
PlanVentaProcessor2,Activo,2023-02-25 22:29:09.491324
PlanVentaProcessor3,Activo,2023-02-25 22:29:09.491324
PlanVentaProcessor1,Activo,2023-02-25 22:30:16.927965
PlanVentaProcessor2,Activo,2023-02-25 22:30:16.927965
PlanVentaProcessor3,Activo,2023-02-25 22:30:16.927965
PlanVentaProcessor1,Activo,2023-02-25 22:31:23.343100
PlanVentaProcessor2,Activo,2023-02-25 22:31:23.343100
PlanVentaProcessor3,Activo,2023-02-25 22:31:23.343100
PlanVentaProcessor1,Activo,2023-02-25 22:32:29.620818
PlanVentaProcessor2,Activo,2023-02-25 22:32:29.620818
PlanVentaProcessor3,Activo,2023-02-25 22:32:29.620818
PlanVentaProcessor1,Activo,2023-02-25 22:33:37.643348
PlanVentaProcessor2,Activo,2023-02-25 22:33:37.643348
PlanVentaProcessor3,Activo,2023-02-25 22:33:37.643348
PlanVentaProcessor1,Activo,2023-02-25 22:34:45.667280
PlanVentaProcessor2,Activo,2023-02-25 22:34:45.667280
PlanVentaProcessor3,Activo,2023-02-25 22:34:45.667280
PlanVentaProcessor1,Activo,2023-02-25 22:35:53.949322
PlanVentaProcessor2,Activo,2023-02-25 22:35:53.949322
PlanVentaProcessor3,Activo,2023-02-25 22:35:53.949322
PlanVentaProcessor1,Activo,2023-02-25 22:37:00.860818
PlanVentaProcessor2,Activo,2023-02-25 22:37:00.860818
PlanVentaProcessor3,Activo,2023-02-25 22:37:00.860818
PlanVentaProcessor1,Activo,2023-02-25 22:38:08.343604
PlanVentaProcessor2,Activo,2023-02-25 22:38:08.343604
PlanVentaProcessor3,Activo,2023-02-25 22:38:08.343604
PlanVentaProcessor1,Activo,2023-02-25 22:39:15.084849
PlanVentaProcessor2,Activo,2023-02-25 22:39:15.084849
PlanVentaProcessor3,Activo,2023-02-25 22:39:15.084849
PlanVentaProcessor1,Activo,2023-02-25 22:40:24.422300
PlanVentaProcessor2,Activo,2023-02-25 22:40:24.422300
PlanVentaProcessor3,Activo,2023-02-25 22:40:24.422300
PlanVentaProcessor1,Activo,2023-02-25 22:41:31.604367
PlanVentaProcessor2,Activo,2023-02-25 22:41:31.604367
PlanVentaProcessor3,Activo,2023-02-25 22:41:31.604367
PlanVentaProcessor1,Activo,2023-02-25 22:42:38.834767
PlanVentaProcessor2,Activo,2023-02-25 22:42:38.834767
PlanVentaProcessor3,Activo,2023-02-25 22:42:38.834767
PlanVentaProcessor1,Activo,2023-02-25 22:43:46.101723
PlanVentaProcessor2,Activo,2023-02-25 22:43:46.101723
PlanVentaProcessor3,Activo,2023-02-25 22:43:46.101723
PlanVentaProcessor1,Activo,2023-02-25 22:44:53.534085
PlanVentaProcessor2,Activo,2023-02-25 22:44:53.534085
PlanVentaProcessor3,Activo,2023-02-25 22:44:53.534085
PlanVentaProcessor1,Activo,2023-02-25 22:45:59.920195
PlanVentaProcessor2,Activo,2023-02-25 22:45:59.920195
PlanVentaProcessor3,Activo,2023-02-25 22:45:59.920195
PlanVentaProcessor1,Activo,2023-02-25 22:47:06.258675
PlanVentaProcessor2,Activo,2023-02-25 22:47:06.258675
PlanVentaProcessor3,Activo,2023-02-25 22:47:06.258675
PlanVentaProcessor1,Activo,2023-02-25 22:48:13.593245
PlanVentaProcessor2,Activo,2023-02-25 22:48:13.593245
PlanVentaProcessor3,Activo,2023-02-25 22:48:13.593245
PlanVentaProcessor1,Activo,2023-02-25 22:49:22.146683
PlanVentaProcessor2,Activo,2023-02-25 22:49:22.146683
PlanVentaProcessor3,Activo,2023-02-25 22:49:22.146683
PlanVentaProcessor1,Activo,2023-02-25 22:50:29.169028
PlanVentaProcessor2,Activo,2023-02-25 22:50:29.169028
PlanVentaProcessor3,Activo,2023-02-25 22:50:29.169028
PlanVentaProcessor1,Activo,2023-02-25 22:51:37.613644
PlanVentaProcessor2,Activo,2023-02-25 22:51:37.613644
PlanVentaProcessor3,Activo,2023-02-25 22:51:37.613644
PlanVentaProcessor1,Activo,2023-02-25 22:52:44.508687
PlanVentaProcessor2,Activo,2023-02-25 22:52:44.508687
PlanVentaProcessor3,Activo,2023-02-25 22:52:44.508687
PlanVentaProcessor1,Activo,2023-02-25 22:53:50.852589
PlanVentaProcessor2,Activo,2023-02-25 22:53:50.852589
PlanVentaProcessor3,Activo,2023-02-25 22:53:50.852589
PlanVentaProcessor1,Activo,2023-02-25 22:54:58.999852
PlanVentaProcessor2,Activo,2023-02-25 22:54:58.999852
PlanVentaProcessor3,Activo,2023-02-25 22:54:58.999852
PlanVentaProcessor1,Activo,2023-02-25 22:56:05.550345
PlanVentaProcessor2,Activo,2023-02-25 22:56:05.550345
PlanVentaProcessor3,Activo,2023-02-25 22:56:05.550345
PlanVentaProcessor1,Activo,2023-02-25 22:57:12.302684
PlanVentaProcessor2,Activo,2023-02-25 22:57:12.302684
PlanVentaProcessor3,Activo,2023-02-25 22:57:12.302684
PlanVentaProcessor1,Activo,2023-02-26 21:27:46.717163
PlanVentaProcessor2,Activo,2023-02-26 21:27:46.717163
PlanVentaProcessor3,Activo,2023-02-26 21:27:46.717163
PlanVentaProcessor1,Activo,2023-02-26 21:28:53.633274
PlanVentaProcessor2,Activo,2023-02-26 21:28:53.633274
PlanVentaProcessor3,Activo,2023-02-26 21:28:53.633274
PlanVentaProcessor1,Activo,2023-02-26 21:29:59.922189
PlanVentaProcessor2,Activo,2023-02-26 21:29:59.922189
PlanVentaProcessor3,Activo,2023-02-26 21:29:59.922189
PlanVentaProcessor1,Activo,2023-02-26 21:31:06.846796
PlanVentaProcessor2,Activo,2023-02-26 21:31:06.846796
PlanVentaProcessor3,Activo,2023-02-26 21:31:06.846796
PlanVentaProcessor1,Activo,2023-02-26 21:32:13.381660
PlanVentaProcessor2,Activo,2023-02-26 21:32:13.381660
PlanVentaProcessor3,Activo,2023-02-26 21:32:13.381660
PlanVentaProcessor1,Activo,2023-02-26 21:33:20.289056
PlanVentaProcessor2,Inactivo,2023-02-26 21:33:20.289056
PlanVentaProcessor3,Activo,2023-02-26 21:33:20.289056
PlanVentaProcessor1,Activo,2023-02-26 21:34:28.654016
PlanVentaProcessor2,Inactivo,2023-02-26 21:34:28.654016
PlanVentaProcessor3,Activo,2023-02-26 21:34:28.654016
PlanVentaProcessor1,Activo,2023-02-26 21:35:37.062125
PlanVentaProcessor2,Inactivo,2023-02-26 21:35:37.062125
PlanVentaProcessor3,Activo,2023-02-26 21:35:37.062125
PlanVentaProcessor1,Activo,2023-02-26 21:36:47.198265
PlanVentaProcessor2,Inactivo,2023-02-26 21:36:47.198265
PlanVentaProcessor3,Activo,2023-02-26 21:36:47.198265
PlanVentaProcessor1,Activo,2023-02-26 21:37:56.787215
PlanVentaProcessor2,Inactivo,2023-02-26 21:37:56.787215
PlanVentaProcessor3,Activo,2023-02-26 21:37:56.787215
PlanVentaProcessor1,Activo,2023-02-26 21:39:05.387222
PlanVentaProcessor2,Inactivo,2023-02-26 21:39:05.387222
PlanVentaProcessor3,Activo,2023-02-26 21:39:05.387222
PlanVentaProcessor1,Inactivo,2023-02-26 21:40:15.648528
PlanVentaProcessor2,Inactivo,2023-02-26 21:40:15.648528
PlanVentaProcessor3,Inactivo,2023-02-26 21:40:15.648528
